"","BU207","BU208","BU211","BU301","BU304","CR108","CR109","CR125","CR132","EH152","EH153","ES171","ES174","ES189","ES246","ES355","ES409","ES440","ES618","ES828","GR135","GR141","IT113","IT148","IT151","IT152","IT164","IT165","IT167","IT168","IT317","IT321","PO145","PO241","PO254","SE127","SE129","SE130","SE134","SL143"
"OTU1434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000984591148525575,0,0,0,0,0,0,0,0,0,0,0
"OTU1439",0,0,0.000279080893590442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118889184633129,0,0,0,0
"OTU1440",0,0,0,0,0,0,0,0,0,0.000291351036377258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1452",0,0,0,0,0,0,0,0,0.000209301717146171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305449760220673,0,0,0,0,0.462487537387836,0
"OTU1465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171896672317523,0,0,0,0,0,0,0
"OTU1467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088159158164268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1469",0,0,0,0,0,0,0,0,0,0,0,0.00130442929416682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000960250376394438,0,0,0,0,0,0,0
"OTU1483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628311974677842,0,0,0,0,0,0,0
"OTU1485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015979081929111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199310080490609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085611244059456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1498",0,0.00288703739585352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245757273732643,0,0,0,0,0,0,0,0
"OTU150",0,0,0,0,0,0,0.215337241470162,0,0.000880811392990137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000604602088840942,0,0,0,0,0,0,0
"OTU1505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317796610169492,0
"OTU1508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151538402516688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484120836560806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1517",0,0,0,0,0.00404731167788982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1523",0,0,0,0,0,0,0,0.00531598001924751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184317955299483,0,0,0,0,0,0,0,0
"OTU1529",0,0,0,0,0,0,0.00186075615860888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU153",0,0,0,0.00237800444156201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134146752502612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1539",0,0,0,0,0,0,0,0,0,0,0,0.000807160668213725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1543",0,0,0,0,0,0.000440534997255684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1544",0,0.002034489440031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1548",0,0,0,0,0.0036286242629357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000505167729339322,0,0,0,0,0,0,0,0
"OTU1554",0,0,0,0,0,0.00119161105815062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182495072633039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000477911526628633,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530875137432514,0,0,0,0,0,0,0,0,0,0,0
"OTU1574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486995948697496,0,0,0,0,0,0,0,0,0,0
"OTU1577",0,0,0,0,0,0.00109050466533784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU158",0,0.604514628947878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000841700947209939,0,0,0,0,0,0,0
"OTU1591",0,0.002712652586708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1592",0,0,0,0,0,0.000931623190917757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122105912060033,0,0,0,0,0,0,0
"OTU1604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331544653123802,0,0,0,0,0,0.000209912046852369,0,0,0,0,0,0,0,0,0,0
"OTU1605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140641071391087,0,0,0,0,0,0,0,0,0,0
"OTU1614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000842284950614026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1617",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220166770001645,0,0,0,0,0,0
"OTU1623",0,0.00265452431699283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1625",0,0,0,0.00165084605860504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1636",0,0,0,0.000255488080498398,0,0,0,0,0,0,0,0,0.000534999939204552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1638",0,0,0,0,0,0,0,0,0.000218022622027262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447605914558388,0,0,0,0.000266169816342827,0,0,0,0
"OTU1641",0,0,0.00035881829175914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000918981203299849
"OTU1650",0,0,0,0,0,0.000563307045671202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000506130505750908,0,0,0,0,0,0
"OTU1659",0,0,0,0,0,0,0,0,0,0,0,0.00022341054209487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045055500184318,0,0,0,0,0,0,0,0
"OTU1662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127552584779543,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226455964160882,0,0,0,0,0,0,0,0,0,0,0
"OTU1668",0,0,0,0,0,0,0,0,0,0,0,0.00120353421064011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1669",0,0,0,0,0,0,0,0,0,0,0,0.000626990876201732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106287406207691,0,0,0,0,0,0
"OTU168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108581322717931,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1686",0,0.00186010463088549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186122603819663,0,0,0,0,0,0,0
"OTU1691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000415527242302919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00237942860893681,0,0,0,0,0,0,0,0,0,0,0
"OTU1695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155718089588459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1696",0,0,0,0,0,0,0.00134204979581083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000863787375415282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135166500552954,0,0,0,0,0,0,0,0
"OTU1716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123361083959689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137517337854018,0,0,0,0,0,0,0
"OTU1725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125947228111421,0,0,0,0,0,0,0,0,0,0
"OTU1726",0,0,0,0.00133639919029931,0.00802484211995395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251894456222843,0,0,0,0,0,0,0,0,0,0.000353454308961481
"OTU1730",0,0,0,0,0,0,0,0,0,0.00291351036377258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1744",0,0,0,0,0,0,0,0,0,0,0,0,0.000419488588694479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU176",0,0,0,0,0,0,0,0,0.087052072523045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293555693335527,0,0,0,0,0.000997008973080758,0
"OTU1765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342448249424994,0,0.000500938197811155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450668086754454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482797707760448,0,0,0,0,0,0,0,0,0,0
"OTU1787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00309837335398916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1788",0,0,0,0.00163119312933593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076657723265619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496010811707942,0,0,0,0,0,0,0
"OTU1790",0,0,0,0,0,0,0,0,0,0,0,0.000273858083858228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968909057459987,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103382070595185,0,0,0,0,0,0,0,0,0,0,0
"OTU181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29994480897774,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1819",0,0,0,0,0,0,0.0010374127255961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00161227223690918,0,0,0,0,0,0,0
"OTU1827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167380495249348,0,0,0,0,0,0,0,0,0,0,0
"OTU1831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196234745814681,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215105464944136,0,0,0,0,0.000436191425722831,0
"OTU1836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000781123969468241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1837",0,0,0.000239212194506093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968181296050149,0,0,0,0,0,0,0,0,0,0,0
"OTU1846",0,0,0,0,0,0,0,0,0,0,0,0,0.000419488588694479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362892921032456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1851",0,0,0,0,0,0,0,0,0,0,0,0,0.000310056782948093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU186",0,0,0,0.00446121494408742,0,0.00190657769304099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035920477042903,0,0,0,0,0,0,0
"OTU1860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000325683514237423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201515564978274,0,0,0,0,0,0,0,0,0,0
"OTU1863",0,0,0,0,0,0,0,0,0,0,0,0.00044682108418974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108818058736445,0,0,0,0,0,0
"OTU1872",0,0,0,0,0,0,0,0,0,0,0,0,0.000516761304913488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355648287553495,0,0,0,0,0,0,0
"OTU1878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000951771443574722,0,0,0,0,0,0,0,0,0,0,0
"OTU188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342448249424994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1880",0,0,0,0,0.000453578032866962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033691398024561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000628906096458473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000741119345770509,0,0,0,0,0,0,0,0.00116313644552499,0,0,0,0,0,0,0,0,0
"OTU190",0,0,0,0.441070691586581,0.376818673458707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026255763960682,0.000461806503075211,0,0,0,0,0,0,0,0,0,0.0022196930602781
"OTU1900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00207812926383845,0,0,0,0,0,0,0,0,0,0
"OTU1903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087382882664207,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1905",0,0.00145320674287929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00121748987174374,0,0,0,0,0,0,0,0,0,0
"OTU1909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000387451077282452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1911",0,0,0,0,0,0,0,0,0,0,0,0.000374753167384944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107856685429236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1914",0,0,0,0,0,0,0,0,0.000462207958697795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1916",0,0,0,0,0,0,0,0,0.000636626056319604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122295190900672
"OTU1923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347559417326859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150970642773921,0,0,0,0,0,0,0,0,0,0,0
"OTU1927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000822407226397924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1931",0,0,0,0,0,0,0,0,0.000514533387984337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349082154679506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1941",0,0,0,0,0,0.000635525897680331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00346747411603829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1946",0,0,0,0,0,0,0,0,0.000261627146432714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000332225913621262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00130145469048469,0,0,0,0,0,0,0,0,0,0
"OTU1954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129428022515083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU196",0,0,0,0,0,0,0,0,0,0.914550903188213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282087447108604,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1965",0,0,0,0,0.000348906179128432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271359643403317,0,0,0,0,0,0,0
"OTU1971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534900109527165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305801175568617,0,0.277867871182469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000600872325234517
"OTU2",0,0,0.00111632357436177,0,0,0,0,0,0,0,0,0,0,0,0.000662597494483034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126808108722649,0,0,0,0,0.000230680507497116,0,0,0,0
"OTU200",0,0,0,0,0,0,0.00265939928863127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878020829822374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2005",0,0,0,0,0,0,0.000526939797128178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2007",0,0,0,0,0,0,0,0,0,0,0,0,0.0002553408800749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000594644364305992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
