"","BU207","BU208","BU211","BU301","BU304","CR108","CR109","CR125","CR132","EH152","EH153","ES171","ES174","ES189","ES246","ES355","ES409","ES440","ES618","ES828","GR135","GR141","IT113","IT148","IT151","IT152","IT164","IT165","IT167","IT168","IT317","IT321","PO145","PO241","PO254","SE127","SE129","SE130","SE134","SL143"
"OTU256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226484608265964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508705426738214,0,0,0,0,0,0,0,0,0,0,0
"OTU257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160924194303501,0,0,0,0,0,0
"OTU2570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108335841107433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2573",0,0,0,0,0,0,0,0,0.000226743526908352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2576",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202231285179817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2578",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000288676249586089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341329546850894,0,0,0,0,0,0,0,0
"OTU2591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000610470795077164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000487766946366843
"OTU2598",0,0,0,0,0,0,0,0,0.000444766148935614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194183965004209,0,0,0,0,0,0,0
"OTU263",0,0,0,0,0,0,0,0.554007607350717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000458390913074253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170300785567072,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249366991483158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU265",0,0,0,0.000746811312226087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000958221540820238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000272663687124346,0,0,0,0,0,0,0
"OTU2658",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000553759578544061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791540965978673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000612324143492936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282087447108604,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000948994698282952,0,0,0,0,0,0
"OTU2681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000404734163242779,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000377426606934804,0,0,0,0,0,0,0,0,0,0,0
"OTU2687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482797707760448,0,0,0,0,0,0,0,0,0,0
"OTU269",0,0.0248982755279985,0,0,0,0,0,0,0.00245057427158642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716086908532081,0,0,0.0392090230917358,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2692",0,0,0,0.00072715838295698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000689919509390571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000461806503075211,0,0,0,0,0,0,0,0,0,0
"OTU2706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356004336780103,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2707",0,0,0,0.000707505453687872,0.000418687414954119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000421617477960905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384138569258438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269822775495186,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260808744205897,0,0,0,0,0,0,0
"OTU2741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00111153698735148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000421617477960905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000440815298389975,0,0,0,0,0,0,0,0,0,0
"OTU2752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000440815298389975,0,0,0,0,0,0,0,0,0,0
"OTU2754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000344606901983951,0,0,0,0,0,0,0,0,0,0,0
"OTU2756",0,0,0,0.000412711514651259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257558103881769,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003226381613021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026578073089701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414923002145745,0,0,0,0,0,0,0
"OTU2789",0,0.0004068978880062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144919359784142,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000344606901983951,0,0,0,0,0,0,0,0,0,0,0
"OTU28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153444423506609,0,0,0,0,0
"OTU280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396047120750085,0,0,0,0,0,0
"OTU2802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414923002145745,0,0,0,0,0,0,0
"OTU281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139426301071731,0,0,0,0,0.0310942173479561,0
"OTU2817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032364030616373,0,0,0,0,0,0,0,0,0,0,0,0
"OTU282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149055097151983,0,0,0,0
"OTU2826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000842612097502257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000601865783930184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245293432268351,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU284",0,0,0,0,0,0,0,0,0,0,0,0.0276884936364029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258191817628414,0,0,0,0,0,0,0,0,0,0
"OTU2845",0,0,0,0,0,0,0,0,0.000252906241551623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245293432268351,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310087970609053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000524780117130922,0,0,0,0,0,0,0,0,0,0
"OTU2857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246223859941076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000705623656443329,0,0,0,0,0,0,0,0,0,0,0
"OTU2875",0,0,0,0,0.000244234325389903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000613261786124952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000748144968418471,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000443066016836509,0,0,0,0,0,0,0,0,0,0,0
"OTU2894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233028760654933,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240411990231681,0,0,0,0,0,0
"OTU2906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355675476789109,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106694486266049,0,0,0,0,0,0,0
"OTU292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259767532721235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000280185771657087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000571772494733674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185941466645157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692709754612817,0,0,0,0,0,0,0,0,0,0
"OTU2934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295377344557672,0,0,0,0,0,0,0,0,0,0,0
"OTU2935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410246311885656,0,0,0,0,0,0,0,0,0,0,0
"OTU2939",0,0,0,0,0,0,0,0,0,0,0,0.000288271667219187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2945",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269396551724138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2948",0,0,0,0,0,0,0,0.000824893451262545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746313572073428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227758727587909,0,0,0,0,0,0
"OTU2981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475885721787361,0,0,0,0,0,0,0,0,0,0,0
"OTU2982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000461806503075211,0,0,0,0,0,0,0,0,0,0
"OTU2984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295377344557672,0,0,0,0,0,0,0,0,0,0,0
"OTU299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211992762333768,0,0,0,0,0.206785892323031,0
"OTU2990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295377344557672,0,0,0,0,0,0,0,0,0,0,0
"OTU2993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356850479649027,0,0,0,0,0,0,0,0,0,0
"OTU2996",0,0,0,0.000334099797574829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3",0,0,0.00148843143248236,0,0,0.000332206719241991,0,0,0,0,0,0.000432407500828781,0.0014286930194667,0,0,0,0,0,0,0,0,0,0,0.000249137600613262,0,0,0,0,0,0.126220113772329,0,0,0,0,0,0,0,0,0,0.00323057238390793
"OTU300",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000374161877394636,0,0.0433514923655336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000459475869311935,0,0,0,0,0,0,0,0,0,0,0
"OTU3028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000283759968935751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213103145145536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000356850479649027,0,0,0,0,0,0,0,0,0,0
"OTU3059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000842612097502257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3064",0,0,0,0,0,0,0,0,0.000401161624530161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318881461948856,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3081",0,0.000310017438480915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000306630893062476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3085",0,0,0,0.000314446868305721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00809692601330125,0,0,0,0,0,0,0
"OTU3115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000481492627144147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196234745814681,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421088303640589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480823980463362,0,0,0,0,0,0
"OTU3125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000331938401716596,0,0,0,0,0,0,0
"OTU3136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000377426606934804,0,0,0,0,0,0,0,0,0,0,0
"OTU314",0,0,0,0,0,0,0,0,0.00690695666582365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013981725639296,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3144",0,0.000310017438480915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3146",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000359195402298851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000872705386698766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000524780117130922,0,0,0,0,0,0,0,0,0,0
"OTU3177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000343793344635046,0,0,0,0,0,0,0
"OTU3184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000574932924492143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU319",0,0,0,0.00190633413910343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224021028107172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU321",0,0,0,0,0,0,0,0,0.0111453164380336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000417557667244499,0,0,0,0,0,0
"OTU3219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248953801287447,0,0,0,0,0,0,0
"OTU322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10052124854357,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3233",0,0,0,0.000432364443920366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3243",0,0,0,0,0.000523359268692649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451399337947638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000451399337947638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229737934655967,0,0,0,0,0,0,0,0,0,0,0
"OTU3277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000268302031429667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164649624368606,0,0
"OTU329",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302876430000896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226548214314611,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000318881461948856,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000220764089041516,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209086292900027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209086292900027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000259410455606679,0,0,0,0,0,0,0,0
"OTU3335",0,0,0,0,0.000488468650779805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3344",0,0.0002712652586708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3352",0,0.000426273977911258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3356",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209530651340996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3365",0,0,0,0,0,0,0,0,0,0.000541080496129193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226990972743622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3383",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027288566090808,0,0,0,0,0,0,0,0,0,0
